filename,photo_datetime,match_hour,Time,R_R_M,G_R_M,B_R_M,R_L_M,G_L_M,B_L_M,PM2.5,PM10,SO2,NO2,O3,CO,T2m,BLH,U10,V10,TP,SP,T_500,RH_500,U_500,V_500,GP_500,T_700,RH_700,U_700,V_700,GP_700,T_850,RH_850,U_850,V_850,GP_850,label
20190920011830706.jpg,18:30.7,9/20/2019 1:00,9/20/2019 1:00,7.066799889,4.080527826,1.760243056,3.457822145,5.422597777,2.580850333,28,63.0,2,51,26.0,0.6,15.50016818,36.15043842,-0.866249088,0.362363542,0.0,101391.8643,-13.30920467,66.07602194,2.338666562,-0.716065781,56585.00573,2.675381801,46.65949611,-1.549482355,-1.803845652,30795.4755,15.40268606,42.92130878,3.128838761,-2.291336989,15021.28791,night
20191103050138036.jpg,01:38.0,11/3/2019 5:00,11/3/2019 5:00,33.06272123,28.61171272,28.51638937,6.952841676,9.323014323,9.12595667,37,27.0,2,31,18.0,0.6,11.41085178,486.518673,-1.193845945,-2.106638136,0.0,102386.8443,-19.83128686,64.38362272,0.964604153,-5.170984266,55492.07665,-5.852728312,93.01049887,0.675551048,-2.548966964,30315.70324,2.03495505,100.0476226,-3.471558074,1.016442822,15168.61236,night
20190710204251250.jpg,42:51.2,7/10/2019 20:00,7/10/2019 20:00,48.84725417,52.07409578,56.10585757,5.40621142,6.420892409,5.319607205,38,99.0,1,25,162.0,0.9,24.92118089,30.87375137,1.149401741,0.390612693,0.0,100369.4664,-10.20695118,78.96848835,-0.136587798,-2.881018329,56282.86723,4.705538243,58.50575877,-5.682344675,0.044275552,30125.52696,14.29719015,80.5711763,-4.695647379,0.971422194,14319.39888,night
20191128200622347.jpg,06:22.3,11/28/2019 20:00,11/28/2019 20:00,23.11417221,19.00322808,12.34300673,9.730643567,11.30421128,7.15899824,62,100.0,13,80,2.0,1.4,-5.181066488,27.27560979,-1.245507723,-0.566224355,1.73e-18,103386.1832,-24.22518166,48.59053434,22.46840887,-15.17794298,55051.31024,-10.60103776,46.82684456,8.726198126,-4.727409173,30237.786,-4.023396835,40.43126447,2.889756966,-2.718334244,15411.92469,night
20191209195624842.jpg,56:24.8,12/9/2019 19:00,12/9/2019 19:00,21.84215013,18.92526825,12.87163628,14.45437223,15.51813211,10.77447736,194,210.0,2,97,2.0,2.3,-2.811640382,27.62366618,0.608592296,1.773347773,0.0,101645.3326,-22.88722152,39.15116946,24.44623848,-4.038379653,54138.44877,-9.861097024,61.09419908,12.72420049,-2.118861451,29359.2873,-0.317005629,33.6947415,5.549628704,-0.493222973,14414.37794,night
20190601022106721.jpg,21:06.7,6/1/2019 2:00,6/1/2019 2:00,5.38169729,3.802141204,1.739609857,2.551555869,4.236601201,1.41704403,22,78.0,5,34,95.0,0.3,22.13888688,118.3101862,0.906526333,1.679010043,-1.73e-18,100219.1031,-17.09136928,86.97257728,8.56563945,0.959045209,55686.05245,3.300697689,28.7676947,5.809779956,-0.765530043,30027.54481,17.95713055,14.27077878,5.361601275,1.13524961,14189.43495,night
20190607234336376.jpg,43:36.4,6/7/2019 23:00,6/7/2019 23:00,17.47747275,12.23158215,8.477079114,2.757561126,4.534754171,1.791157287,73,91.0,3,28,154.0,0.9,23.51936551,26.63738638,-0.378346005,-0.218990193,0.0,100083.0313,-13.01871018,52.1418409,15.98204738,-6.158141916,56113.02423,6.233334565,29.90663296,7.745932589,-0.277784258,30133.14097,18.79493658,48.83872166,5.779337843,-2.684438598,14155.90424,night
20190802222257527.jpg,22:57.5,8/2/2019 22:00,8/2/2019 22:00,15.49423949,12.16073917,8.225494309,3.354504847,5.740732301,2.907807677,30,50.0,3,50,70.0,0.9,25.6370145,24.46614597,0.071421788,0.943484064,0.0,100662.6614,-6.971715328,65.82001439,1.441458811,-1.071044687,57117.62111,7.896909041,62.6519013,-7.030587014,-3.929908826,30651.09083,17.15015199,73.89644405,-2.42767171,-0.644604214,14649.00404,night
20191013044708189.jpg,47:08.2,10/13/2019 4:00,10/13/2019 4:00,11.92658601,6.653083406,3.739442274,3.596192009,5.346381293,3.555617043,34,97.0,7,66,,1.4,14.47799538,155.4126619,-1.487790134,1.091410236,3.47e-18,102054.0746,-19.30767096,97.40342605,17.48675439,1.700298773,55894.78725,-2.010050089,79.94722727,9.780267536,1.47638798,30517.5846,4.871336617,86.26771949,5.913272346,6.75913848,15111.12827,night
20191118205433163.jpg,54:33.2,11/18/2019 20:00,11/18/2019 20:00,10.47379075,6.41574918,4.97023534,6.816866802,8.057829379,5.040180122,21,79.0,2,49,17.0,0.4,-1.977946105,47.86354372,2.10347579,1.530267769,0.0,102484.9631,-26.42284957,15.82983127,45.69750776,-19.10162151,53217.31857,-21.55332548,47.19530153,20.4299495,-13.63828217,29085.41549,-9.2228724,16.17145655,11.18491121,-5.809987002,14746.10268,night
20190812191734244.jpg,17:34.2,8/12/2019 19:00,8/12/2019 19:00,97.67148437,102.7830838,104.6503111,21.92772895,22.73771641,18.79232434,7,11.0,3,20,58.0,0.4,23.79107893,784.1553257,-0.617779382,-4.331753854,0.002318487,99656.30729,-3.197123899,90.56403242,-1.952921554,-7.73377783,56605.90563,10.35131406,90.19012724,-9.887225618,-4.655382718,29816.15519,17.0847552,81.5088633,-14.88172778,-11.12175043,13724.97483,night
20190721004310179.jpg,43:10.2,7/21/2019 0:00,7/21/2019 0:00,21.97269604,17.22884115,12.49048394,3.030330705,4.499543668,1.599453848,72,85.0,1,54,11.0,1.0,24.9778707,67.36665379,-0.718722655,0.953372683,-1.73e-18,99951.4891,-5.622699529,22.80380348,6.217215948,-7.641196315,57047.08307,10.60479309,65.41098343,-0.008225701,-8.238091896,30445.23576,22.88269315,55.67179271,5.304727975,-0.838448764,14170.94136,night
20191016220404145.jpg,04:04.1,10/16/2019 22:00,10/16/2019 22:00,24.98385296,18.83825473,13.37312584,7.161540919,7.896340302,5.26861738,46,58.0,1,58,2.0,0.8,10.620768,51.50315827,0.83277133,1.260769858,-3.47e-18,102389.4049,-19.53972616,96.18974042,1.743439261,0.658951763,55965.98844,-3.648779674,95.15926273,1.051784289,0.756254409,30648.43546,5.448378339,70.17417269,-1.431000892,1.252401562,15337.85233,night
20200106061230666.jpg,12:30.7,1/6/2020 6:00,1/6/2020 6:00,68.47552385,60.45365186,45.72705862,36.39822712,38.20795838,38.89512442,43,19.0,1,52,7.0,0.8,-3.180253835,24.23711378,-0.096691829,-1.568433249,1.38e-05,102387.4581,-20.38953679,79.92502448,20.45556432,0.603125329,54542.7297,-9.62854455,84.23680639,8.647696557,-2.443059681,29510.44677,-4.745136052,87.46773103,6.400281773,-2.863023661,14660.52797,night
20200109212744527.jpg,27:44.5,1/9/2020 21:00,1/9/2020 21:00,24.68288122,19.87843424,13.80353371,15.39320927,13.85898136,8.746287857,32,56.0,3,95,1.0,0.9,-2.446337452,19.91232372,-0.970033865,-0.877993728,0.0,102454.3533,-25.45169187,81.92540789,21.0314372,0.566851433,54155.6333,-11.17907061,44.63375968,11.50347611,0.006734119,29508.44526,-5.198196687,41.79987987,4.782180871,-3.718370415,14749.94202,night
20190611223522610.jpg,35:22.6,6/11/2019 22:00,6/11/2019 22:00,9.316327884,5.956656901,3.442415365,2.809205006,4.385976683,1.549888479,19,46.0,4,28,133.0,0.5,27.76603849,358.0147961,-3.244062691,1.959414244,0.0,100394.6032,-10.27397534,42.78427011,4.210244816,-8.271568169,56771.33271,8.66743969,37.18997208,2.519065832,-0.176622047,30510.36511,19.02584449,54.0267871,7.079437816,6.937089811,14440.55952,night
20190928010344144.jpg,03:44.1,9/28/2019 1:00,9/28/2019 1:00,5.423629196,3.835569782,1.729061777,3.44066358,5.27337963,2.526497396,35,81.0,3,39,81.0,0.7,17.63492916,36.92574936,-0.690545282,0.807312486,0.0,101526.3135,-14.81071861,13.01943672,6.258322266,1.174334762,56650.24143,2.068676013,49.27125084,3.40493259,-1.271795196,30880.71981,13.84741865,51.27653206,7.139516136,3.300015512,15165.64799,night
20191109214911266.jpg,49:11.3,11/9/2019 21:00,11/9/2019 21:00,44.73867489,39.17790979,33.34147075,7.971157649,7.414164979,4.977239463,187,165.0,3,116,1.0,1.8,10.85617338,33.03761769,-0.978287041,-0.533747772,1.05e-05,101101.0441,-20.98785331,99.10241473,12.76503802,4.799599697,54677.80172,-5.021131334,96.01836674,9.410958317,9.701813888,29539.11163,4.536446802,80.29342198,8.103609174,11.71526576,14297.78332,night
20191119025947864.jpg,59:47.9,11/19/2019 2:00,11/19/2019 2:00,2.826124855,4.040694324,1.415700955,4.815312138,6.690969811,3.765817298,8,50.0,2,43,19.0,0.2,-3.943615262,19.29026981,0.892872927,-1.477474254,0.0,102569.2069,-26.03981344,18.66010175,35.43723038,-18.80774376,53623.86193,-16.64715287,15.77526613,19.44237359,-13.74468619,29160.16113,-10.51384601,18.68619813,13.6732152,-9.569595427,14741.54502,night
20190828043613011.jpg,36:13.0,8/28/2019 4:00,8/28/2019 4:00,2.290007113,4.022884717,1.149189815,3.271659795,5.233854167,2.483598573,8,29.0,2,60,10.0,0.3,18.55059118,38.59377662,1.989798866,-0.748015811,0.0,100301.2628,-14.18575007,18.76008817,21.45375174,-5.668025229,55981.8519,2.805227832,39.45160127,9.80280641,-11.2040464,30114.56231,17.14429896,26.61152038,9.736366677,-7.709905022,14322.1568,night
20191029034709986.jpg,47:10.0,10/29/2019 3:00,10/29/2019 3:00,4.949081911,3.762490958,1.625803554,3.98973464,5.328608459,2.638886478,8,34.0,1,58,,0.5,2.100220995,23.37157228,0.692114184,-0.995895416,1.73e-18,101551.7179,-17.61192732,34.66456142,14.77282297,-15.82119647,54988.77834,-5.095096435,47.08385501,8.76357324,-10.30976018,29674.37184,2.658318221,25.24098906,8.517652869,-11.26691429,14516.54179,night
20191108004117666.jpg,41:17.7,11/8/2019 0:00,11/8/2019 0:00,5.555951003,3.860044729,1.65390625,5.279453004,6.760967038,3.665421248,37,86.0,2,68,1.0,0.9,2.601876256,29.90346469,-0.875138463,0.01691019,0.0,102359.4222,-23.03755895,10.5430931,5.946291424,-5.495755653,55470.88063,-3.822695782,8.416721734,4.983839953,-5.153563941,30348.77147,3.684797339,24.0047217,5.799233622,-4.342962262,15113.64713,night
20191119171202188.jpg,12:02.2,11/19/2019 17:00,11/19/2019 17:00,57.10276994,72.62064887,82.13821675,15.21087662,17.29668029,18.57965374,25,77.0,3,38,38.0,0.3,4.650716919,135.9068224,-0.890516846,2.183301294,0.0,102512.82,-23.93025056,35.02161797,24.91447946,-9.137841394,54502.80452,-9.634856318,36.7235944,17.03771382,-9.125692817,29669.52765,-5.672868716,22.91470162,7.487778999,-1.664257478,14891.51555,night
20190810203720263.jpg,37:20.3,8/10/2019 20:00,8/10/2019 20:00,26.06965181,21.92600851,15.24984025,4.454317974,6.292329765,3.382912568,29,24.0,3,32,105.0,0.6,25.0037049,39.20570976,-0.405966291,-0.720515003,1.72e-05,100036.6126,-6.948118968,69.9747794,6.486390169,7.175990646,56701.52725,9.168997976,55.78426633,0.044993889,-0.781525379,30197.945,17.64647657,65.06023511,-0.897022851,1.4736522,14135.02725,night
20190605223112475.jpg,31:12.5,6/5/2019 22:00,6/5/2019 22:00,15.31006884,10.19027235,6.177288291,3.84249795,4.681046851,1.952014612,49,94.0,2,57,74.0,1.1,24.85224304,95.4118494,0.52785986,1.763892908,0.0,100621.6146,-11.64193488,94.95081012,3.493026734,2.300158205,56383.60959,3.535529794,81.74136795,-2.594953327,3.527250516,30378.60942,16.29262055,50.26435931,-0.651511082,5.409999531,14535.22697,night
20191122214802304.jpg,48:02.3,11/22/2019 21:00,11/22/2019 21:00,48.52462625,45.21988088,38.28718473,11.09334008,11.98117646,12.10142385,154,205.0,9,105,1.0,2.7,6.752540826,30.35231255,0.186693684,-1.355914858,0.0,101754.69,-18.63403245,63.08316029,22.28772571,13.64050547,55509.56632,-1.153982996,67.18485894,14.8653439,9.659193985,29925.49046,1.428987831,88.53313961,7.755774303,11.89141604,14639.01407,night
20191015045839624.jpg,58:39.6,10/15/2019 4:00,10/15/2019 4:00,3.126504027,3.99773763,1.425677566,3.85086263,5.446834008,2.699482181,16,31.0,3,49,,0.3,2.58526908,15.81912618,-0.058727729,-0.888717006,-1.73e-18,103296.9697,-19.93595011,16.59579299,9.576727487,-4.53077383,56258.18651,-3.975110823,5.20853716,4.006755599,-1.334179442,31011.15244,0.631948684,30.98618764,2.052463738,-2.939614342,15872.28475,night
20200203223556263.jpg,35:56.3,2/3/2020 22:00,2/3/2020 22:00,12.07842942,7.900568456,5.595645255,9.7717466,9.570876736,6.068554688,42,56.0,4,47,25.0,0.7,-3.732532181,36.53895954,-0.763809092,-1.637382785,1.73e-18,102237.3046,-30.46353744,38.10369198,26.81673393,-5.988186577,53289.69403,-17.33166194,54.22900711,12.93382706,-4.275570039,29125.8793,-5.699888462,37.58018752,8.138365329,1.426902669,14551.0932,night
20191022032202836.jpg,22:02.8,10/22/2019 3:00,10/22/2019 3:00,6.549525584,3.718875386,1.559015721,3.87254714,5.413617622,2.621059992,20,64.0,2,59,,0.6,6.497256502,16.91462211,-0.297793288,-1.045028858,0.0,101568.6891,-18.42808536,47.67969193,14.83964868,-1.781316589,55751.81413,-1.628848676,52.10372424,8.085156843,-2.716875791,30312.43716,9.449423035,39.02683543,7.904784792,2.795481555,14809.43228,night
20200201053959218.jpg,39:59.2,2/1/2020 5:00,2/1/2020 5:00,2.551684269,4.037984062,1.292555218,7.277058015,7.342204982,5.216763117,2,14.0,3,7,66.0,0.2,-3.263325826,120.0169804,-0.909984281,-2.732930914,0.0,102668.9681,-30.54914084,46.16364871,19.87496732,-3.991978441,53783.04029,-13.61429383,29.51607066,15.34156406,-4.710570335,29508.35811,-6.736817558,18.83202284,9.001668305,-10.27991825,14839.64656,night
20190522214050335.jpg,40:50.3,5/22/2019 21:00,5/22/2019 21:00,8.077474561,6.375845149,3.938216749,2.934114583,4.676065779,1.768282817,34,117.0,4,113,46.0,1.0,26.66569035,52.51052535,-1.920366728,-1.295651597,0.0,99819.44084,-13.64932058,27.95280035,6.44977696,-16.69360943,56250.57728,7.90862943,26.32110434,6.353656222,-9.898656047,30168.00701,21.84344846,14.06811437,1.224696793,-0.808965334,14091.79944,night
20191012190849894.jpg,08:49.9,10/12/2019 19:00,10/12/2019 19:00,43.58440394,39.5501067,32.82824195,8.624127122,8.911610846,7.546524161,39,88.0,19,80,1.0,1.9,16.34545211,37.24193697,-0.111557454,-0.994472802,3.47e-18,102002.4046,-19.09727722,92.05016384,13.19482979,0.015563083,56037.29302,0.038092373,35.25366387,6.276318836,-2.299211252,30612.58844,5.671065343,93.58265814,3.635980726,7.538965724,15134.41352,night
20200207192557656.jpg,25:57.7,2/7/2020 19:00,2/7/2020 19:00,30.15253846,24.89388804,18.04240934,19.87713337,19.47605191,14.08890938,91,74.0,1,40,42.0,1.0,-2.665807673,29.19644125,1.196942462,1.69066379,8.67e-19,102742.9154,-30.54104883,12.92000604,6.766719348,-11.2066748,53922.08703,-14.85376032,32.56144329,6.602658556,-9.05828112,29693.27108,-4.913747327,35.47340055,6.100313125,-8.45518762,15031.9048,night
20191012052701768.jpg,27:01.8,10/12/2019 5:00,10/12/2019 5:00,39.53645954,41.39028019,42.79578872,6.68306508,8.402781997,7.799688947,19,68.0,3,65,,0.8,15.48530486,108.1323522,-0.685982243,-0.496919287,4.1e-05,101940.5225,-16.37030241,36.51964518,16.95221082,0.473664482,56101.41198,0.276864529,56.81019315,6.344536153,-0.623828601,30569.68546,6.078800612,101.7295567,2.344330327,5.331900531,15057.2745,night
20191022203654557.jpg,36:54.6,10/22/2019 20:00,10/22/2019 20:00,24.3120726,19.36724477,12.78982627,6.888264974,8.35570626,4.974918017,72,152.0,2,116,,1.4,13.2883917,23.56042879,-0.93371802,-1.003973384,0.0,101433.8298,-19.06768896,54.72168379,9.203982774,-0.891143818,55872.99319,-0.122791857,47.32754157,4.806392971,-2.697825122,30417.07821,10.66309173,47.22991513,5.522164288,5.127181695,14822.86327,night
20191108195754233.jpg,57:54.2,11/8/2019 19:00,11/8/2019 19:00,22.69607386,17.40446988,11.91567986,8.320758584,9.410029659,5.732021002,46,92.0,3,89,1.0,0.9,9.834115827,22.38173891,0.789702267,1.478158859,0.0,101998.2374,-23.33835039,34.4794315,2.464683555,-6.747106034,55567.02006,-2.255337796,7.805746908,5.444140349,-4.189350449,30392.81709,5.961460572,39.2639094,4.871870922,-4.037479756,15064.871,night
20191215011422606.jpg,14:22.6,12/15/2019 1:00,12/15/2019 1:00,7.337992501,4.362171465,1.96285325,7.247425371,7.446929253,4.540022786,43,57.0,6,75,1.0,0.9,-2.602060542,24.34909276,-0.889681851,-0.663042716,-1.73e-18,102653.7074,-20.88638547,11.86413954,21.61839003,-8.160854871,54973.98272,-7.290894779,84.32749918,10.72825142,1.607760974,29870.68316,-4.376659443,35.53218186,8.888486038,7.234601233,14901.44289,night
20190827233150610.jpg,31:50.6,8/27/2019 23:00,8/27/2019 23:00,2.652922454,4.066426143,1.364846161,3.365658758,5.298257861,2.565853467,9,17.0,1,30,46.0,0.2,21.68966989,84.97452244,2.69223549,-1.530169014,0.0,100375.4995,-12.81970517,5.235467877,21.24981867,-5.728052041,56227.27381,3.605102367,32.21065539,8.205484506,-3.669713284,30315.03515,18.24437091,24.63014906,7.137834914,-9.105044321,14465.99382,night
20190829035636786.jpg,56:36.8,8/29/2019 3:00,8/29/2019 3:00,2.146354769,4.013667655,1.104502435,3.239852792,5.158519604,2.798669584,5,9.0,3,34,26.0,0.2,19.87186838,88.02406039,1.625704766,-1.746693571,0.0,100610.8216,-13.6788009,18.41769709,14.29531549,-12.58532947,55868.01186,1.57621779,50.39453029,3.380817092,-9.977187194,30003.43166,12.33555546,51.56319415,1.627215443,-15.22163351,14367.90367,night
20190723204304788.jpg,43:04.8,7/23/2019 20:00,7/23/2019 20:00,24.51643036,25.5833689,27.78804193,3.982952353,5.162244406,2.573326582,20,50.0,3,18,159.0,0.6,30.47093809,120.9321665,-0.399116922,2.05076059,3.47e-18,99517.49026,-3.71124632,7.869018503,11.95929464,0.394714524,57013.75285,10.96703944,57.79141654,3.665517168,-7.620531016,30237.64775,23.68192157,51.41795767,6.326388599,-1.181338819,13969.19909,night
20190801031531223.jpg,15:31.2,8/1/2019 3:00,8/1/2019 3:00,3.703969546,4.172844329,2.154380064,2.056527296,4.006231916,1.046215519,23,37.0,1,11,135.0,0.5,25.14694474,27.94686662,-0.600204555,-0.702121788,-1.73e-18,100240.3654,-9.12391337,32.21536691,11.01935721,4.788095855,57035.19243,9.391497798,49.99553599,7.979616376,3.691079759,30694.69172,22.54898489,46.74894306,1.993529072,3.276334857,14513.59475,night
20190827041512024.jpg,15:12.0,8/27/2019 4:00,8/27/2019 4:00,8.114499542,5.474168716,4.221105806,3.602874228,6.003053265,4.178584346,84,70.0,1,95,,1.0,18.06078821,20.94892603,0.484331373,-1.101213973,0.0,100527.6155,-10.0003846,3.103983882,13.93873434,-2.250070648,56557.90508,3.784802514,40.67719447,2.297842708,-6.79293835,30351.83527,17.38789469,43.71032129,3.54029512,-4.243965958,14499.06773,night
20190623214146670.jpg,41:46.7,6/23/2019 21:00,6/23/2019 21:00,16.67543041,12.3531684,7.566065056,3.063761695,4.623462215,1.720715181,31,105.0,5,38,192.0,0.8,32.29765592,235.8001001,-2.169205013,2.283534595,0.0,100399.2521,-7.680931854,11.76031105,3.418238768,4.359109417,57181.42509,8.221666565,57.57396025,0.595391514,-2.591319541,30725.50913,21.22625691,45.6233313,7.504343842,4.260393795,14614.34398,night
20190724031845737.jpg,18:45.7,7/24/2019 3:00,7/24/2019 3:00,6.114891372,4.733365885,2.228355879,2.314197531,4.082379678,1.136157528,28,55.0,2,29,73.0,0.6,26.52978276,36.01376797,-0.895337904,0.021911571,3.47e-18,99616.17862,-4.939525825,25.67507373,12.53153651,3.351765103,56954.74117,10.69396042,61.08358254,4.878201064,-2.482753163,30285.93004,24.12437873,47.93855086,4.843035363,2.826674064,14001.38728,night
20191129004018411.jpg,40:18.4,11/29/2019 0:00,11/29/2019 0:00,7.842224875,4.290838397,1.950245949,6.375238715,7.678219039,4.747565828,49,92.0,25,73,2.0,1.6,-7.848246776,31.99107075,-0.881576963,-1.760065127,1.73e-18,103360.6981,-23.38986692,74.99517507,23.23364209,-12.19519985,55163.51084,-9.497978113,37.70195452,8.156579185,-2.521542653,30226.92788,-4.090024599,43.7359782,1.594273715,1.590501232,15392.01813,night
20190911210029454.jpg,00:29.5,9/11/2019 21:00,9/11/2019 21:00,23.59562657,19.01990922,11.83361786,5.543387105,6.858126567,4.118699363,20,40.0,6,50,28.0,1.2,21.44213209,55.85171007,0.84899895,-1.057990644,0.0,101628.9975,-5.591064577,30.72419434,10.98745595,3.605313059,57323.38871,4.560929867,98.69633545,7.429616872,10.00059918,30856.40613,10.8230666,41.91798056,-4.746548312,8.273502494,15132.48921,night
20190521033426066.jpg,34:26.1,5/21/2019 3:00,5/21/2019 3:00,2.515700352,4.033280285,1.200553385,2.406573712,4.195849007,1.363806303,17,60.0,3,95,,0.4,13.44834917,32.47068805,1.303611806,-1.914054428,0.0,100445.0911,-17.21778654,19.56000112,19.02405111,-17.96349561,55173.50063,-1.750990345,34.58131485,12.18226987,-15.83622236,29613.45227,10.97585524,19.75026977,4.796571655,-8.924494995,14132.07008,night
