filename,photo_datetime,match_hour,Time,R_R_M,G_R_M,B_R_M,R_L_M,G_L_M,B_L_M,PM2.5,PM10,SO2,NO2,O3,CO,T2m,BLH,U10,V10,TP,SP,T_500,RH_500,U_500,V_500,GP_500,T_700,RH_700,U_700,V_700,GP_700,T_850,RH_850,U_850,V_850,GP_850,label
20190916093253598.jpg,32:53.6,9/16/2019 9:00,9/16/2019 9:00,169.9531865,202.2509705,204.1137261,101.9677318,99.92439899,62.53156768,14,33.0,5,26,38.0,0.4,19.13022734,535.084793,-0.851174984,0.656339549,0.0,101631.1744,-14.55228262,5.355349668,16.88589574,-2.853346615,56398.0379,0.076599611,41.29758694,5.599241332,-5.095789297,30734.45207,12.30242993,47.18007696,-1.992551724,1.716114899,15132.23543,day
20200102152746050.jpg,27:46.0,1/2/2020 15:00,1/2/2020 15:00,185.5060535,189.0336601,183.8753279,78.54054302,69.67154164,59.75229492,46,62.0,12,66,17.0,1.1,2.439904015,278.1624794,-0.205758358,0.494356375,0.0,102739.5616,-26.27941354,70.70868387,19.22389425,-3.386075206,54905.60451,-7.094850091,8.404536487,10.3687473,-5.84833028,30089.36085,-1.442088931,26.20115001,4.279865812,-6.464499322,15100.18698,day
20191118074311277.jpg,43:11.3,11/18/2019 7:00,11/18/2019 7:00,196.3113378,215.8037459,209.0672791,64.66148968,58.7881854,45.90285735,6,37.0,2,11,46.0,0.2,-3.085134353,761.2664662,3.082015564,-0.759941338,0.0,102821.2771,-28.80920526,52.76424626,34.82189457,-4.224215998,53238.53112,-17.85069848,13.98326266,20.15964601,-12.09798271,28913.83767,-15.45509457,27.85100918,11.89741317,-12.90263723,14672.27284,day
20190904060850548.jpg,08:50.5,9/4/2019 6:00,9/4/2019 6:00,211.2864493,208.3998589,200.2017554,27.6843117,29.80839,28.85083189,71,107.0,1,93,,1.1,22.58762752,44.18558424,-0.647938217,-1.110427468,-1.73e-18,101058.8945,-10.13293451,6.744562404,-15.60366372,-0.976885643,56968.31206,5.765675561,34.46778485,-4.030686485,-3.159633091,30803.69197,16.2076578,71.36360641,-1.920417075,2.462595184,14883.02786,day
20190712074300831.jpg,43:00.8,7/12/2019 7:00,7/12/2019 7:00,204.3504569,212.8599615,214.0655141,37.7574924,37.24450412,29.2541739,18,40.0,3,28,68.0,0.5,24.35833849,83.59240531,-0.377266495,-0.630264682,1.73e-18,100224.8507,-9.524470828,61.05824242,2.01281799,-8.028447996,56430.74164,5.907360539,71.59672561,-1.596745712,-8.272623104,30196.29402,17.84367683,53.13646583,4.345529226,-2.449860677,14232.29205,day
20190606114234321.jpg,42:34.3,6/6/2019 11:00,6/6/2019 11:00,194.542809,196.9367109,200.1095004,60.33427071,61.12918596,52.36638515,84,,3,63,60.0,1.1,22.23068346,709.3100288,-1.265094215,3.863387224,0.002209722,100748.6808,-11.68250916,46.10182085,0.738714219,-3.867894253,56166.40954,2.328934916,96.02020752,4.099564751,-0.019192713,30140.75269,12.05064736,94.084869,-0.097543852,3.948155068,14437.65992,day
20190529193354332.jpg,33:54.3,5/29/2019 19:00,5/29/2019 19:00,185.7102672,203.3646647,196.4662441,20.23720281,25.22930953,22.4738444,31,74.0,5,27,244.0,0.5,29.6274546,290.3224198,0.288582743,2.541822187,0.0,100207.6306,-13.8382531,44.67386069,10.11316442,-5.278286135,56218.32205,6.022561142,34.86730339,5.742177296,-3.170073437,30309.49132,18.91515056,25.48405072,4.60526667,7.397385751,14335.08038,day
20200106114719154.jpg,47:19.2,1/6/2020 11:00,1/6/2020 11:00,179.5851599,185.2111961,184.6477545,102.7570403,99.54905298,96.06890553,56,40.0,3,43,20.0,0.9,-1.453581661,200.918754,0.145321621,-0.012951434,9.63e-07,102491.8254,-18.93628217,33.6624305,19.41898063,4.97973933,54779.33305,-10.11779845,80.94952602,5.24384328,-3.342219171,29614.74486,-4.455965524,76.87828889,1.616630226,-6.848281742,14782.7155,day
20190827081842019.jpg,18:42.0,8/27/2019 8:00,8/27/2019 8:00,160.5084654,202.219603,211.2994454,85.2048587,84.4604233,51.75445903,40,15.0,2,66,17.0,0.7,22.29701881,112.6245824,0.851738994,-1.136502501,0.0,100543.9291,-10.01427725,4.552734641,16.39141322,-5.014507514,56513.14988,3.711687116,38.66049768,5.959452435,-6.054326812,30335.71173,17.56183738,32.62065656,4.184035137,-7.541442678,14512.74085,day
20191027121304255.jpg,13:04.3,10/27/2019 12:00,10/27/2019 12:00,153.6265004,179.1782902,188.8773624,128.0506516,118.4918379,82.52094968,48,66.0,5,43,35.0,0.7,15.30533638,580.7949178,-0.434210366,0.412796555,-1.73e-18,101267.9837,-20.4378695,24.1746484,11.38263647,-1.887306473,55145.93397,-2.56519054,16.34945385,12.48276209,2.691390239,29813.40337,6.31050603,24.00789209,6.522918632,6.512733707,14508.38965,day
20191113065907412.jpg,59:07.4,11/13/2019 6:00,11/13/2019 6:00,161.2862528,185.2879648,187.5620394,37.60194891,39.75807292,38.75885959,15,96.0,1,11,47.0,0.2,8.596321312,719.9476467,2.444087927,-4.709960574,0.0,102021.8922,-30.666808,16.92182627,28.75506053,12.40880015,53561.14425,-15.83459388,93.87998339,16.89292843,-2.872212396,29411.45534,-3.539104236,53.41809136,10.17885549,-7.647597649,14719.75619,day
20190526142727964.jpg,27:28.0,5/26/2019 14:00,5/26/2019 14:00,191.2032992,194.7956368,195.7631613,42.036515,42.12476189,32.31796031,9,,2,14,63.0,0.4,21.18401114,631.3754135,0.796368531,-3.982852936,0.00058492,99997.58114,-9.217066238,44.93990352,23.25838808,12.22782653,55971.06404,5.343152398,99.11219742,11.56572751,8.772131566,29751.64493,15.40244016,56.01789327,9.003546326,-6.015417983,13881.26732,day
20190821131846371.jpg,18:46.4,8/21/2019 13:00,8/21/2019 13:00,152.2684733,185.8492754,197.352565,109.7547188,110.8895068,73.64730481,13,23.0,3,10,82.0,0.4,30.42131042,1505.312269,1.780414489,-2.119558393,0.0,100668.7718,-4.511093777,6.176011583,18.35138963,-5.548527238,57112.74033,7.44084408,13.34000945,4.969496391,-5.724118427,30467.61381,15.10426573,44.88321149,3.297414599,-6.142998612,14584.70573,day
20191203144754288.jpg,47:54.3,12/3/2019 14:00,12/3/2019 14:00,148.3479709,191.7986563,196.6815617,109.5401301,103.3120322,73.69826087,3,25.0,1,7,76.0,0.2,9.165772234,1876.191861,3.374848973,-0.936294297,0.0,102168.7294,-29.56356731,54.90424367,20.28571139,-6.560473151,53688.94655,-13.96097591,49.53365455,14.57935434,-12.46756795,29369.49093,-6.06571791,39.24425554,10.63431699,-5.918943206,14707.00229,day
20190531080522582.jpg,05:22.6,5/31/2019 8:00,5/31/2019 8:00,173.0514275,208.6502381,212.023663,79.70052264,80.97750892,43.07078872,27,38.0,4,34,47.0,0.3,22.98785833,454.0567176,1.943359785,-1.261629498,-1.73e-18,100940.1826,-18.7219398,39.84977284,18.10745144,-10.26942831,55598.34635,-0.122915984,19.60731897,7.791432749,-8.208646957,30044.54905,10.85509003,21.5016244,0.880693252,-6.79293574,14551.89381,day
20200108112827426.jpg,28:27.4,1/8/2020 11:00,1/8/2020 11:00,137.180092,180.4637744,191.3029309,156.3280466,147.4786603,113.1950828,10,15.0,4,11,66.0,0.3,-0.184248292,417.7140108,0.777554183,-1.851326127,0.0,102804.7054,-29.73131433,62.25332307,20.87867705,-8.142467067,53986.63541,-12.95544982,15.78598228,9.697001036,-8.960914211,29564.13173,-7.428155529,33.67543534,0.993138487,-7.951457479,14918.51486,day
20190923092734419.jpg,27:34.4,9/23/2019 9:00,9/23/2019 9:00,152.7688049,191.203817,203.6166474,112.776252,109.3665726,73.30982289,38,35.0,4,52,42.0,0.9,19.01722227,207.0273698,0.015918001,-0.946724012,-1.73e-18,101768.2021,-15.68816015,12.64351413,-0.92306917,-4.167112786,56891.68227,1.99918597,30.54376408,-1.300601197,-7.996084397,31144.96079,15.89071828,27.0613337,-0.428571698,-4.61227652,15410.09247,day
20200128145514572.jpg,55:14.6,1/28/2020 14:00,1/28/2020 14:00,175.2632571,184.0483477,183.8907233,102.2303102,90.36144809,76.31415473,217,198.0,31,37,113.0,2.8,5.677861598,842.2480829,-0.535692393,-0.04748267,0.0,102126.1642,-31.77209548,97.77338333,-5.02720812,-0.207493156,53251.743,-16.7251933,89.3195305,-0.232390428,-3.576256066,29106.26129,-6.837705626,48.46073915,-0.756215154,-3.426345589,14549.10934,day
20190624085123637.jpg,51:23.6,6/24/2019 8:00,6/24/2019 8:00,189.6600972,200.8571361,203.3301776,50.22787483,49.30884573,35.18650837,42,73.0,11,43,81.0,0.8,27.17787044,414.9889312,-1.081499697,-0.059976653,0.0,100517.397,-8.875572179,39.58760398,5.679352633,2.724728961,57018.52278,7.613083986,36.16427783,-1.348612867,4.621758818,30626.21976,20.90489513,32.89062625,5.408412572,5.250509244,14579.41691,day
20190831071058468.jpg,10:58.5,8/31/2019 7:00,8/31/2019 7:00,182.7391047,212.3100682,216.862535,61.03140251,58.7727322,37.73668801,8,20.0,3,38,20.0,0.4,21.09289581,45.29545996,-0.422328159,-1.238980858,0.0,101159.3163,-13.20709469,5.920624296,6.541325791,-3.162117307,56596.01559,1.57044587,49.14479091,5.546340225,-2.055740446,30647.25488,15.82652278,38.85529224,4.174766498,0.444122642,14909.59035,day
20190614140000840.jpg,00:00.8,6/14/2019 14:00,6/14/2019 14:00,137.879031,181.4869924,195.6524631,97.19312609,101.2998059,61.36024125,9,,1,10,123.0,0.2,36.12296307,2927.655071,-0.316722572,-2.688292465,0.0,99940.71669,-11.15198705,12.70866403,2.392818678,-13.23841598,56291.70176,6.545783271,15.02400514,3.733966876,-9.742649971,30131.08668,19.76263357,24.93358748,0.911879953,-4.447145873,14195.37487,day
20191127164246179.jpg,42:46.2,11/27/2019 16:00,11/27/2019 16:00,177.9412417,209.8646056,203.6619195,52.77274185,52.46106047,44.36232398,2,17.0,3,13,49.0,0.1,1.006855338,152.658552,-2.029133929,0.703500201,0.0,103670.4569,-26.41605017,19.87151684,22.91917536,-7.251869562,54695.12791,-12.27309818,10.33810719,7.919964678,-10.01620365,30152.90041,-10.06465425,37.95167367,5.588712699,-5.597908269,15570.54055,day
20191012173731226.jpg,37:31.2,10/12/2019 17:00,10/12/2019 17:00,172.882827,191.5398106,190.8274728,35.84717761,40.47698327,38.75495696,34,76.0,22,67,7.0,2.1,17.22075223,134.4931552,-0.211412441,-0.692055235,3.47e-18,101954.8354,-18.41960011,73.95961291,12.34222061,2.254671012,56039.15584,0.527461259,33.30873599,7.038166395,-0.805957895,30567.88075,5.551338513,90.44020739,1.45632661,6.55684666,15078.52891,day
20190706140330714.jpg,03:30.7,7/6/2019 14:00,7/6/2019 14:00,185.241449,191.8777742,193.2379672,37.55867031,41.08952365,32.41711275,7,,3,1,80.0,0.1,25.38695082,1423.883598,-0.914268908,-6.079603022,8.64e-05,99667.28781,-9.614639962,66.18689093,-0.851367553,3.25642698,55733.29197,5.212335056,73.19509317,-2.548457459,-3.284281257,29509.70158,13.70296191,87.73814954,-4.47252441,-9.48908029,13679.18534,day
20191217080135012.jpg,01:35.0,12/17/2019 8:00,12/17/2019 8:00,195.3091164,203.1729504,200.913649,84.38639082,75.54215676,66.38405008,3,27.0,3,15,41.0,0.3,-0.127358843,824.2386891,1.279457516,-4.310977546,0.0,102575.8668,-27.02649114,55.57908487,25.08114458,-0.467604208,54266.81825,-10.04760381,19.33221211,13.44930661,-7.323783359,29606.87593,-4.9191916,37.62063038,-0.369337413,-13.86115925,14788.22894,day
20191009120038622.jpg,00:38.6,10/9/2019 12:00,10/9/2019 12:00,172.9063838,187.3498782,190.3366446,117.0112238,110.7343069,78.50230216,27,43.0,1,43,37.0,0.5,18.0107524,795.9077195,0.172560654,1.897147171,1.73e-18,101309.8247,-14.30682574,51.69104809,16.61760543,-2.895104049,56149.96701,0.852516515,38.10503911,8.142293647,2.759922719,30319.20018,11.58799272,40.65462898,6.209611216,4.365200132,14733.28747,day
20190526125609262.jpg,56:09.3,5/26/2019 12:00,5/26/2019 12:00,202.2965199,201.3845558,200.7448061,36.47739981,36.62008765,29.17272859,4,,3,15,76.0,0.5,23.10750552,442.3880534,1.858367466,-1.877005695,0.002486519,100106.831,-9.821651059,74.10817866,18.94639442,9.655506309,56095.30975,5.859319676,101.859621,6.566440204,10.50177452,29864.27053,13.32223824,96.30111902,5.423427526,-5.005162857,14007.30073,day
20190712185237811.jpg,52:37.8,7/12/2019 18:00,7/12/2019 18:00,189.0606337,204.5800414,200.9006969,36.07945783,42.27980806,33.4148106,25,56.0,3,32,185.0,0.5,30.71642221,201.2714709,-0.253673761,1.442199922,0.0,99664.70159,-9.109668452,36.08881938,1.948038015,-7.809634481,56516.54081,8.33978972,56.12115834,-0.655857711,-7.02915944,30140.96305,21.41748334,42.05845639,2.443210129,-0.292136769,14023.75255,day
20200206200549247.jpg,05:49.2,2/6/2020 20:00,2/6/2020 20:00,116.9009362,112.4448935,107.9298497,48.94900354,48.98121504,44.12445807,58,52.0,2,41,25.0,1.3,-5.718479951,37.85282734,-0.95370829,-1.127431205,0.0,103009.4338,-30.29059214,26.5805856,19.14089945,-7.689589231,53841.20183,-13.69477488,37.58448715,8.959950859,-5.175046419,29570.87162,-6.224365583,63.75657255,6.478697799,-4.810289529,14881.32801,day
20190716093724475.jpg,37:24.5,7/16/2019 9:00,7/16/2019 9:00,195.1991211,200.3345769,199.3891487,35.4041944,38.35562247,32.36022196,56,68.0,3,40,50.0,0.9,27.06405273,504.5881342,-1.253175969,0.959732422,1.73e-18,100530.378,-6.180605395,19.92197263,1.398948824,6.791672776,57123.86684,8.618023072,49.64173298,1.443710252,1.045651415,30600.81277,18.22654341,76.4637553,3.147899902,4.622476025,14551.5611,day
20190916130557186.jpg,05:57.2,9/16/2019 13:00,9/16/2019 13:00,155.3002821,187.6639612,195.9901476,123.2931146,121.9681134,81.45519929,15,37.0,7,18,85.0,0.6,26.51594925,1210.297812,-0.747252162,1.643196821,0.0,101471.0444,-14.60666078,6.380067662,15.86773447,-2.920302735,56426.95767,0.479229397,43.08729242,8.50144022,-3.533479833,30690.16867,12.69811782,39.55658092,1.500239269,3.568567548,15053.6098,day
20191108135239540.jpg,52:39.5,11/8/2019 13:00,11/8/2019 13:00,149.7047514,180.2103335,189.0397823,147.9014709,131.3838801,86.16088807,28,40.0,4,49,25.0,0.7,15.58410436,573.4314154,0.244638619,0.492769558,0.0,102071.8809,-23.75945988,39.79698659,1.973966037,-6.515503228,55469.59668,-2.895607799,9.801482166,5.480698101,-2.741516511,30353.84773,5.239722522,22.66362143,6.196386401,-4.715835518,15059.30395,day
20191204110523348.jpg,05:23.3,12/4/2019 11:00,12/4/2019 11:00,140.472907,188.4584871,197.6508482,159.7194975,150.3765016,107.9983296,1,22.0,1,8,71.0,0.2,6.597153903,885.1829193,1.463822909,-1.280363918,0.0,102880.816,-30.14317542,42.60902993,23.45084558,-11.71564908,54057.40859,-14.60460049,45.05570031,14.09897842,-10.55901905,29841.32857,-5.873512675,34.26632522,8.600016607,-8.164072734,15187.34825,day
20190721195949999.jpg,59:50.0,7/21/2019 19:00,7/21/2019 19:00,130.2351816,169.395465,176.2599115,16.41429338,24.09196386,25.07563296,37,65.0,1,26,172.0,0.8,32.90385019,136.2198516,0.585499738,1.965097744,0.0,99734.54432,-2.678792954,12.39372097,6.223926823,-0.953910696,57483.31275,12.40493346,47.77718212,-1.766598517,-3.318090676,30689.76631,27.46385451,21.95878029,1.729124584,2.561150389,14301.17674,day
20190715172325242.jpg,23:25.2,7/15/2019 17:00,7/15/2019 17:00,196.7244665,195.9222487,191.5563573,29.32912748,31.77929326,26.88593147,51,67.0,1,22,247.0,0.9,34.15540053,1432.479131,-0.746706552,2.096291565,0.0,100002.8155,-4.722470624,8.661341856,-0.131030047,-3.707953774,57042.74776,9.587658217,48.98169614,0.034776334,-2.622327082,30423.84859,19.27759676,86.7074134,2.842901421,5.092325851,14288.42307,day
20190912121336819.jpg,13:36.8,9/12/2019 12:00,9/12/2019 12:00,197.4711733,199.784554,195.3580946,34.58627568,35.68782673,30.13215965,21,25.0,1,25,54.0,0.5,22.83274857,1128.681513,-0.399093414,1.259910923,8.75e-07,101374.7341,-2.106234515,2.420016411,13.63885655,-6.162977354,57469.40709,8.674379862,50.67406712,12.16415781,1.497701569,30748.69912,9.540747385,103.2712254,1.92106867,4.096779207,14860.51494,day
20191025120132803.jpg,01:32.8,10/25/2019 12:00,10/25/2019 12:00,134.2087619,180.3764474,193.6942341,136.2613546,131.3281232,86.22658842,8,11.0,2,11,52.0,0.2,11.27275843,1515.963167,1.885009967,-3.883067924,0.0,102623.457,-21.6343109,11.85640843,26.81125454,-12.90057041,55038.48443,-8.839873953,19.67286346,7.615091909,-9.04913766,30060.74931,-3.45625651,36.21500865,1.667109658,-10.98066801,15146.00616,day
20190525184022088.jpg,40:22.1,5/25/2019 18:00,5/25/2019 18:00,194.4465272,197.3462282,196.5856777,32.43510441,34.31415353,26.91352539,38,95.0,6,19,247.0,0.7,32.61728558,1639.709153,0.406813455,3.609364219,0.0,99677.46595,-8.436071398,16.57027005,4.263001588,2.2331322,56438.99379,8.805689457,31.7730038,3.542013823,3.879650192,30078.58912,20.1384263,54.19073212,-0.082473315,8.585974197,14008.54733,day
20190725141855331.jpg,18:55.3,7/25/2019 14:00,7/25/2019 14:00,183.7856337,192.769606,192.0691895,32.09011984,34.98202763,30.4861093,28,58.0,1,18,214.0,0.4,34.59550351,1449.515931,-1.026455594,4.008845336,0.000543262,99581.96764,-6.205891841,24.05327164,15.33228552,-1.247830755,56786.01115,10.93558066,39.46983934,6.777626859,-4.49804412,30253.18147,22.09776371,60.70941741,3.880320902,4.439441187,14035.79693,day
20190816080039127.jpg,00:39.1,8/16/2019 8:00,8/16/2019 8:00,181.4082875,211.6876182,212.7993604,61.92276476,63.08932714,40.14920006,11,14.0,3,16,72.0,0.4,23.55513609,753.1663259,3.571081833,-2.009989541,0.0,99552.4779,-12.96701715,50.28679618,13.10491148,-10.13650583,55182.31885,2.65932066,51.20948887,6.747436459,-2.297137524,29222.71151,13.26495129,68.58236375,-0.568786069,-12.71977278,13533.4605,day
20190709134611500.jpg,46:11.5,7/9/2019 13:00,7/9/2019 13:00,190.0761484,197.0519971,198.4035259,52.30573399,55.22786338,42.58087203,33,57.0,1,42,81.0,0.6,24.29992381,348.1269243,-1.709933692,-1.327149299,0.000141232,100361.3403,-10.07091097,99.49749151,-3.465280723,3.802622555,56309.24495,4.201979654,87.32393335,-1.563886068,0.469020656,30153.06412,15.56319637,66.78187929,-1.069253079,-0.397281963,14289.47266,day
20191024124126390.jpg,41:26.4,10/24/2019 12:00,10/24/2019 12:00,185.8542752,191.7885447,192.8372631,54.30179579,55.63057002,52.39642952,134,120.0,2,82,,1.7,13.81090116,751.9878036,1.039531693,-1.217253882,0.001336654,101696.1346,-18.3597295,91.93185366,17.70083668,13.07825068,55660.52799,-2.241846652,90.57166554,7.022816437,11.83241636,30232.12675,5.288274872,82.915623,9.578158285,-4.471937955,14868.15999,day
20191129101836709.jpg,18:36.7,11/29/2019 10:00,11/29/2019 10:00,193.1443709,194.4463071,188.3240566,67.2784246,61.07870491,53.83762719,31,59.0,6,49,7.0,0.9,-0.497715823,232.5067551,-0.960854099,-0.104384816,0.0,103452.4348,-21.92543851,42.36895937,16.53755876,6.383311384,55289.10601,-8.174743278,65.9578224,6.960280915,3.967078985,30253.72628,-5.959931105,61.89942705,2.01921162,6.530996931,15397.59692,day
20190624105308536.jpg,53:08.5,6/24/2019 10:00,6/24/2019 10:00,174.3607922,188.2201045,192.9998149,68.65867573,69.0721752,48.17128484,42,89.0,10,43,128.0,1.0,33.21273511,741.735515,-0.499541542,0.996043214,0.0,100418.674,-8.90835491,51.35624708,4.510465951,2.920539808,57013.99362,8.024454384,22.97372627,0.628517308,5.023260875,30603.57398,20.744154,30.84315483,5.247313077,6.383158226,14564.01778,day
20191115164859220.jpg,48:59.2,11/15/2019 16:00,11/15/2019 16:00,176.2664659,190.5446639,190.6515752,50.28342376,48.99905961,45.56062042,35,85.0,6,45,19.0,0.7,8.868915443,537.2134293,-1.025189512,0.264911533,0.0,101427.2446,-22.15885408,31.42631351,26.10414264,-6.964176425,54317.6063,-6.801869774,27.42583631,14.79728311,-3.272633341,29297.0928,-0.300563717,54.88734592,7.103276027,7.380042153,14238.77419,day
20190618192625194.jpg,26:25.2,6/18/2019 19:00,6/18/2019 19:00,166.5666076,182.0546598,179.6685499,18.9557798,26.60181448,25.14817527,38,94.0,2,27,278.0,0.7,30.77091351,62.0911958,0.575849458,-0.779387882,-1.73e-18,99907.75362,-9.870887151,26.74803368,16.92319069,-12.85991089,56585.7458,8.166230013,64.4773686,5.764836241,-3.615400709,30293.94792,20.72023162,49.47395717,0.987291417,3.896056958,14179.70752,day
20191029122435816.jpg,24:35.8,10/29/2019 12:00,10/29/2019 12:00,154.1989149,178.928178,186.5860309,132.7202438,122.9062874,85.46921959,40,100.0,7,42,39.0,0.5,13.37114333,582.6587927,0.406178168,2.119000113,-1.73e-18,101562.5647,-16.95924082,16.83544718,12.97720241,-11.16554248,55473.68809,-2.274252224,26.26688981,7.556705358,-10.13810677,29943.9839,5.282574999,27.79868835,8.465207295,-4.844050957,14634.32704,day
20190625141644735.jpg,16:44.7,6/25/2019 14:00,6/25/2019 14:00,187.223106,193.1304278,194.847913,63.83241102,61.36745997,43.30913628,47,90.0,5,20,280.0,0.7,36.9150655,2704.355025,0.747477732,4.671630172,0.0,100184.0343,-9.044134259,45.03251828,2.388064598,11.31017673,56906.01536,7.953678549,50.40632254,3.934163624,4.242301525,30499.68846,20.11070375,54.90482607,1.841666068,7.511869513,14474.9651,day
20191123092805500.jpg,28:05.5,11/23/2019 9:00,11/23/2019 9:00,191.7464765,193.8386568,189.135996,70.51009597,64.44706187,57.09711854,149,162.0,5,78,3.0,1.5,5.009456023,62.75757018,0.880585902,-1.87157759,0.0,101852.0412,-18.61434354,85.49237039,18.67469917,10.70504468,55504.93701,-3.213638627,62.46053657,8.186823839,1.213954805,30015.8384,4.357779385,62.01645213,1.465414475,-3.472545785,14772.49977,day
20190608054851048.jpg,48:51.0,6/8/2019 5:00,6/8/2019 5:00,213.5497806,215.9524697,207.6855698,25.02644013,22.23726309,19.88168825,64,65.0,3,95,17.0,0.7,19.68864954,35.09229387,0.191818078,-1.680851019,0.0,100121.5503,-14.2074525,48.24184222,18.24043362,-3.045065924,55895.24281,4.969807509,23.54185057,14.56106276,-3.507670129,29934.25794,16.41187097,20.67335228,5.200751279,-8.449840501,14107.30838,day
